1.63, 17:08:34  
1.63, 17:08:34  
1.64, 17:08:34  
1.65, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.64, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.65, 17:08:34  
1.64, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.65, 17:08:34  
1.64, 17:08:34  
1.63, 17:08:34  
1.64, 17:08:34  
1.65, 17:08:34  
1.64, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:34  
1.65, 17:08:34  
1.64, 17:08:34  
1.63, 17:08:34  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.64, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.64, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.64, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.64, 17:08:35  
1.64, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.65, 17:08:35  
1.64, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.63, 17:08:35  
1.64, 17:08:35  
1.65, 17:08:35  
